An,Luna,Tara,Scop,Numar,Data,Luna_Sin,Luna_Cos,Trimestru,Sezon,Este_Sarbatoare
2018,1,ROMANIA,Imigrare la munca,9,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,ROMANIA,Reintregirea familiei,8,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,SIERRA LEONE,Imigrare la munca,1,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,STATELE UNITE,"Activitati religioase, umanitare si de voluntariat",5,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,STATELE UNITE,Alte cazuri,3,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,STATELE UNITE,La studii,1,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,STATELE UNITE,Reintregirea familiei,1,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,SUDAN,Reintregirea familiei,1,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,THAILANDA,Imigrare la munca,1,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,TURCIA,Imigrare la munca,76,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,TURCIA,Investitii straine,1,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,TURCIA,La studii,6,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,TURCIA,Reintregirea familiei,10,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,UCRAINA,"Activitati religioase, umanitare si de voluntariat",2,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,UCRAINA,Alte cazuri,5,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,UCRAINA,Imigrare la munca,3,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,UCRAINA,La studii,3,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,UCRAINA,Reintregirea familiei,46,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,UNGARIA,Reintregirea familiei,1,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,1,UZBEKISTAN,Reintregirea familiei,3,2018-01-01,0.49999999999999994,0.8660254037844387,1,1,1
2018,2,AFRICA DE SUD,"Activitati religioase, umanitare si de voluntariat",2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AFRICA DE SUD,Alte cazuri,8,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AFRICA DE SUD,Imigrare la munca,8,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AFRICA DE SUD,La studii,3,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AFRICA DE SUD,Reintregirea familiei,76,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ALBANIA,"Activitati religioase, umanitare si de voluntariat",1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ALBANIA,Alte cazuri,26,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ALBANIA,Imigrare la munca,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ALBANIA,Investitii straine,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ALBANIA,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ALBANIA,Reintregirea familiei,65,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ARMENIA,Imigrare la munca,3,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ARMENIA,Investitii straine,3,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ARMENIA,La studii,57,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,"Activitati religioase, umanitare si de voluntariat",2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,Alte cazuri,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,Imigrare la munca,30,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,Investitii straine,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,La studii,8,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,Proiecte,3,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,Reintregirea familiei,18,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRALIA,Strain din stat membru UE,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRIA,"Activitati religioase, umanitare si de voluntariat",3,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRIA,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRIA,Investitii straine,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AUSTRIA,La studii,23,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AZERBAIDJAN,"Activitati religioase, umanitare si de voluntariat",4,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AZERBAIDJAN,Imigrare la munca,5,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AZERBAIDJAN,Investitii straine,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,AZERBAIDJAN,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELARUS,Alte cazuri,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELARUS,Imigrare la munca,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELARUS,Investitii straine,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELARUS,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELARUS,Reintregirea familiei,4,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELGIA,"Activitati religioase, umanitare si de voluntariat",6,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELGIA,Alte cazuri,5,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELGIA,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BELGIA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BRAZILIA,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BRAZILIA,Reintregirea familiei,6,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BULGARIA,Alte cazuri,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BULGARIA,Imigrare la munca,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BULGARIA,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,BULGARIA,Reintregirea familiei,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CAMERUN,"Activitati religioase, umanitare si de voluntariat",1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CAMERUN,Alte cazuri,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CAMERUN,Imigrare la munca,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CAMERUN,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CHINA,"Activitati religioase, umanitare si de voluntariat",1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CHINA,Alte cazuri,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CHINA,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CHINA,Proiecte,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CHINA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CIPRU,"Activitati religioase, umanitare si de voluntariat",4,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,COREEA DE NORD,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,COREEA DE NORD,Reintregirea familiei,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CROATIA,Imigrare la munca,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,CROATIA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,EGIPT,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,EGIPT,Reintregirea familiei,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ELVETIA,Reintregirea familiei,3,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ESTONIA,Reintregirea familiei,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,FILIPINE,Imigrare la munca,2,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,FRANTA,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,GEORGIA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,GERMANIA,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,GERMANIA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,GRECIA,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,IORDANIA,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,IORDANIA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,IRAK,Proiecte,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ISRAEL,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,ITALIA,Alte cazuri,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,KIRGHIZSTAN,Alte cazuri,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,KIRGHIZSTAN,Proiecte,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,LETONIA,Investitii straine,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,LIBAN,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,LITUANIA,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,LUXEMBURG,Proiecte,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,MALAYSIA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,MAREA BRITANIE,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,NEPAL,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,NIGERIA,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,PAKISTAN,Investitii straine,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,PERU,"Activitati religioase, umanitare si de voluntariat",1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,POLONIA,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,REPUBLICA ISLAMICA IRAN,Proiecte,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,SIERRA LEONE,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,SLOVACIA,Imigrare la munca,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,SURINAME,La studii,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,TADJIKISTAN,Reintregirea familiei,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,"Activitati religioase, umanitare si de voluntariat",25,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,Alte cazuri,49,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,Imigrare la munca,158,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,Investitii straine,15,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,La studii,114,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,Proiecte,8,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,Reintregirea familiei,232,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,2,UZBEKISTAN,Strain din stat membru UE,1,2018-02-01,0.8660254037844386,0.5000000000000001,1,1,0
2018,3,AMERICA,"Activitati religioase, umanitare si de voluntariat",1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ARMENIA,Reintregirea familiei,5,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,AUSTRIA,Proiecte,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,AZERBAIDJAN,Alte cazuri,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,AZERBAIDJAN,Investitii straine,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,AZERBAIDJAN,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,AZERBAIDJAN,Reintregirea familiei,7,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,BELARUS,Alte cazuri,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,BULGARIA,Investitii straine,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,BURKINA FASO,Imigrare la munca,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,CANADA,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,CHINA,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,CIPRU,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,COREEA DE NORD,La studii,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,DANEMARCA,Proiecte,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,EGIPT,Investitii straine,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ELVETIA,"Activitati religioase, umanitare si de voluntariat",1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FEDERATIA RUSA,"Activitati religioase, umanitare si de voluntariat",4,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FEDERATIA RUSA,Alte cazuri,36,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FEDERATIA RUSA,Imigrare la munca,7,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FEDERATIA RUSA,Investitii straine,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FEDERATIA RUSA,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FEDERATIA RUSA,Reintregirea familiei,112,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FILIPINE,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FINLANDA,"Activitati religioase, umanitare si de voluntariat",1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,FRANTA,"Activitati religioase, umanitare si de voluntariat",3,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,GEORGIA,Imigrare la munca,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,GERMANIA,"Activitati religioase, umanitare si de voluntariat",2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,GERMANIA,Alte cazuri,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,GERMANIA,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,GERMANIA,Proiecte,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,GERMANIA,Reintregirea familiei,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,GRECIA,Reintregirea familiei,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,INDIA,Imigrare la munca,4,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,INDIA,Investitii straine,3,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,INDIA,La studii,89,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,INDONESIA,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,IORDANIA,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,IORDANIA,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,IRAK,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ISRAEL,"Activitati religioase, umanitare si de voluntariat",3,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ISRAEL,Investitii straine,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ISRAEL,La studii,39,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ITALIA,"Activitati religioase, umanitare si de voluntariat",4,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ITALIA,Imigrare la munca,9,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ITALIA,Investitii straine,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ITALIA,Reintregirea familiei,11,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,JAPONIA,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,KAZAHSTAN,Reintregirea familiei,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,KIRGHIZSTAN,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,LETONIA,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,LETONIA,Proiecte,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,LIBAN,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,LITUANIA,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,LITUANIA,Reintregirea familiei,4,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,LUXEMBURG,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,MALAYSIA,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,MAREA BRITANIE,"Activitati religioase, umanitare si de voluntariat",1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,MAREA BRITANIE,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,MAREA BRITANIE,Proiecte,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,MAREA BRITANIE,Reintregirea familiei,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,MEXIC,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,NEPAL,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,NIGERIA,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,NORVEGIA,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,PAKISTAN,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,PERU,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,POLONIA,"Activitati religioase, umanitare si de voluntariat",4,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,POLONIA,Imigrare la munca,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,PORTUGALIA,Alte cazuri,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,REPUBLICA ARABA SIRIANA,Alte cazuri,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,REPUBLICA ARABA SIRIANA,Imigrare la munca,2,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,REPUBLICA ARABA SIRIANA,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,REPUBLICA ARABA SIRIANA,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,REPUBLICA ISLAMICA IRAN,Reintregirea familiei,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,"Activitati religioase, umanitare si de voluntariat",5,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,Alte cazuri,3,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,Imigrare la munca,52,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,Investitii straine,4,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,La studii,10,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,Proiecte,10,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,Reintregirea familiei,32,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,ROMANIA,Strain din stat membru UE,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,SIERRA LEONE,Imigrare la munca,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,SLOVACIA,"Activitati religioase, umanitare si de voluntariat",1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,SLOVACIA,Alte cazuri,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,SLOVACIA,Proiecte,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,SLOVENIA,Proiecte,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
2018,3,SPANIA,La studii,1,2018-03-01,1.0,6.123233995736766e-17,1,2,0
